speechiness,key,time_signature,liveness,loudness,duration_ms,danceability,duration,valence,acousticness,spotify_id,volume_number,energy,tempo,instrumentalness,mode,number,artist,title
0.167,5,4,0.596,-4.426,203973,0.597,203,0.612,0.0026,spotify:track:48kwdkeHEJEuMzcKklPv5b,42,0.866,134.009,0,1,9,LMFAO,Sorry for Party Rocking
0.0422,11,4,0.38,-4.294,202760,0.695,201,0.853,0.00733,spotify:track:4PtvJM73075KqXcQrt8MbT,42,0.885,145,0.00055,1,10,Madonna featuring Nicki Minaj and M.I.A.,Give Me All Your Luvin'
,,,,,,,220,,,,42,,,,,11,Gym Class Heroes featuring Neon Hitch,Get Yourself Back Home
0.0463,2,4,0.0816,-6.885,257848,0.574,253,0.443,0.359,spotify:track:4rMNgxEwGWoPHIUcvB5BrB,42,0.824,149.981,0,1,12,Bruno Mars,It Will Rain
0.0384,0,4,0.102,-6.972,244973,0.857,243,0.75,0.565,spotify:track:4wCmqSrbyCgxEXROQE6vtV,42,0.517,129.063,0.000195,1,13,Gotye featuring Kimbra,Somebody That I Used to Know
0.0317,1,4,0.0864,-3.198,196627,0.759,190,0.735,0.000983,spotify:track:1wAXODAAL6hY64ZdhrnjBO,42,0.849,122.033,1.51e-05,0,14,Train,Drive By
0.0255,2,4,0.185,-5.935,263387,0.692,260,0.93,0.1,spotify:track:05ZACkzW8YbRq3eFgIfSNB,42,0.809,104.023,9.77e-05,1,15,Eric Church,Springsteen
,,,,,,,247,,,,42,,,,,16,Taylor Swift,Ours
0.0917,11,4,0.0713,-5.288,205268,0.52,201,0.738,0.419,spotify:track:5J3RechBID8luzPkCO63ZW,42,0.827,188.143,0,0,17,Zach Heckendorf,All the Right Places
0.0422,6,4,0.341,-5.595,298074,0.656,227,0.805,0.0104,spotify:track:1yqiPgdyzawcROgGQLvIYj,42,0.7,126.038,0.00163,0,18,Graffiti6,Free
0.128,5,4,0.0496,-3.726,203920,0.826,216,0.62,0.0111,spotify:track:6HRPi1u56S65lKdDg7UNl5,42,0.861,129.948,3.01e-06,0,19,Jadagrace,Run Dat Back
0.107,0,4,0.278,-3.373,274067,0.545,259,0.253,0.0758,spotify:track:6GshchjC3sPsUkoxoq7phi,42,0.884,153.138,1.23e-06,0,20,Labrinth featuring Busta Rhymes,Earthquake
0.044,7,4,0.282,-2.954,255587,0.597,229,0.727,0.000145,spotify:track:6LS6pltO7YBgjwNVhxMwtp,44,0.919,113.987,0,1,1,Pink,Blow Me (One Last Kiss)
0.0448,0,4,0.297,-5.786,225000,0.754,223,0.735,0.0199,spotify:track:0ltBH1JNzSvQJPjJpvTu9B,44,0.933,103.992,0,1,2,Flo Rida,Whistle
0.284,11,4,0.0905,-2.812,219493,0.736,217,0.76,0.0055,spotify:track:03UrZgTINDqvnUMbbIMhql,44,0.939,132.07,0,0,3,Psy,Gangnam Style
0.157,3,4,0.605,-4.281,205933,0.559,201,0.644,0.0314,spotify:track:1kPpge9JDLpcj15qgrPbYX,44,0.882,126.064,1.71e-05,1,4,Owl City and Carly Rae Jepsen,Good Time
0.0339,5,4,0.0834,-3.439,219467,0.71,219,0.634,0.0563,spotify:track:4XNrMwGx1SqP01sqkGTDmo,44,0.8,93.01,0,0,5,Maroon 5,One More Night
0.107,0,4,0.356,-3.321,229467,0.557,226,0.6,0.0748,spotify:track:0pwYLVXVknPSGUQb39cePC,44,0.877,139.817,0,0,6,Justin Bieber featuring Big Sean,As Long as You Love Me
0.0435,9,4,0.412,-2.038,209539,0.67,208,0.239,0.0553,spotify:track:4jFCBvb2LZbPuL21MxwJpd,44,0.935,127.952,0,1,7,David Guetta featuring Chris Brown and Lil Wayne,I Can Only Imagine
0.0689,1,4,0.0315,-3.609,205640,0.735,202,0.589,0.0465,spotify:track:5kcE7pp02ezLZaUbbMv3Iq,44,0.858,124.991,4.29e-06,0,8,Nicki Minaj,Pound the Alarm
0.171,5,4,0.123,-2.455,237547,0.658,235,0.532,0.166,spotify:track:7jO1boY6qwRjeu0EBtvDuu,44,0.919,127.916,0,1,9,Karmin,Hello
0.051,7,4,0.144,-5.197,222307,0.602,220,0.215,0.0548,spotify:track:12Ns5IphkblPmHxpRILG9t,44,0.691,127.967,0,0,10,Chris Brown,Don't Wake Me Up
0.0367,5,4,0.392,-5.099,220947,0.514,219,0.572,0.0749,spotify:track:5JLv62qFIS1DR3zGEcApRt,44,0.683,159.814,2.64e-06,1,11,Katy Perry,Wide Awake
0.05,7,4,0.292,-4.04,224507,0.559,222,0.295,0.0991,spotify:track:2X1Z1k5wftCspyRLrqVCza,44,0.86,118.969,0,1,12,Kelly Clarkson,Dark Side
0.0471,8,4,0.112,-7.601,225520,0.577,219,0.295,0.0113,spotify:track:0GfXd2we2wXxAeHoy5fRsM,44,0.687,124.956,4.42e-06,1,13,Usher,Numb
0.0509,11,4,0.116,-3.145,212862,0.612,209,0.441,0.112,spotify:track:2V65y3PX4DkRhy1djlxd9p,44,0.84,129.042,0,0,14,Swedish House Mafia featuring John Martin,Don't You Worry Child
0.0478,6,4,0.142,-2.664,247947,0.591,245,0.736,0.000284,spotify:track:2NniAhAtkRACaMeYt48xlD,44,0.935,140.043,0.000278,1,15,Train,50 Ways to Say Goodbye
0.0269,9,4,0.196,-5.715,212320,0.721,221,0.878,0.413,spotify:track:2Gy3XMLbBxACZ4tXdFRGr7,44,0.819,96.02,0,1,16,Little Big Town,Pontoon
0.127,11,4,0.16,-4.128,218680,0.573,216,0.533,0.249,spotify:track:6tUHe4GMGFwsfw8gqfhU6a,44,0.879,91.992,0,1,17,Ryan Star,Stay Awhile
0.031,8,4,0.348,-3.389,179334,0.65,178,0.889,0.0266,spotify:track:2fdd8W8eTym1gWO1dl1nxo,44,0.819,95.958,0,1,18,Britt Nicole,Gold
0.0469,6,4,0.783,-4.663,228107,0.692,225,0.883,0.0405,spotify:track:38pnSnvIxe1MhQlFVdZFBW,44,0.855,126.006,0,1,19,The Ready Set,Give Me Your Hand
,,,,,,,186,,,,44,,,,,20,Toy Connor,Be in Love Tonight
0.0715,6,4,0.0514,-5.533,267080,0.853,263,0.558,0.0446,spotify:track:0ByMNEPAPpOR5H69DVrTNy,27,0.676,122.65,3.37e-05,0,1,Rihanna,Don't Stop the Music
0.0561,11,4,0.119,-3.552,242133,0.924,238,0.619,0.0334,spotify:track:33vzOPcd9FRirYGlCu32x4,27,0.771,123.018,0.00011,0,2,Mary J. Blige,Just Fine
0.0675,4,4,0.0568,-6.908,218213,0.843,235,0.485,0.000298,spotify:track:2K1MhduqSRF4Q2agqEtnEh,27,0.642,114.984,0,1,3,Janet,Feedback
0.216,11,4,0.0857,-5.054,212107,0.769,210,0.78,0.0902,spotify:track:2EvwLVrnYbCZEG6Kx5DCRy,27,0.638,115.007,0,1,4,Britney Spears,Piece of Me
0.158,2,4,0.304,-4.141,240427,0.728,199,0.42,0.196,spotify:track:50xeLNGKmskmYUSINhqvfa,27,0.582,184.045,0.000632,1,5,Fergie,Clumsy
0.0399,2,4,0.101,-5.036,233467,0.566,230,0.534,0.431,spotify:track:3Ui2jdyxbZQrZohfM0NOgG,27,0.766,168.005,0,1,6,Jordin Sparks,Tattoo
0.0468,7,4,0.127,-3.903,222293,0.781,220,0.89,0.145,spotify:track:49ppqF73rOz5Nyt1paRxIF,27,0.791,76.998,0,0,7,Natasha Bedingfield featuring Sean Kingston,Love Like This
0.212,1,3,0.0762,-5.14,251160,0.769,250,0.592,0.0219,spotify:track:4CweuuMMzi71pO0MSRgyaT,27,0.52,140.112,0,1,8,Chris Brown featuring T-Pain,Kiss Kiss
0.0486,6,4,0.482,-7.505,237507,0.634,237,0.513,0.0315,spotify:track:0ua0Go4NN4Td7l0Zre6Ce3,27,0.649,90.482,0,0,9,Kanye West featuring Dwele,Flashing Lights
0.0696,5,4,0.256,-4.321,236693,0.752,236,0.635,0.0182,spotify:track:6AdLyvisRKHLAwARaZMGr6,27,0.921,115.033,0,0,10,Sean Kingston,Take You There
0.361,9,5,0.118,-8.391,220053,0.458,214,0.466,0.64,spotify:track:3nJjIYchBNkYm7B8XfJf5N,27,0.445,82.82,0,0,11,J. Holiday,Suffocate
0.0292,1,4,0.111,-5.419,253813,0.649,253,0.169,0.03,spotify:track:0JEqGkvUiMTQmFY6sgL9kg,27,0.552,89.969,6.47e-06,0,12,Alicia Keys,No One
0.0301,2,4,0.188,-3.142,258827,0.583,256,0.556,0.0208,spotify:track:4E6cwWJWZw2zWf7VFbH7wf,27,0.786,123.052,0,0,13,Sara Bareilles,Love Song
0.0285,8,4,0.101,-6.051,184400,0.654,184,0.119,0.0399,spotify:track:6ucR4KfvsBFWCMVFDvyKKl,27,0.61,118.032,0,1,14,Timbaland featuring OneRepublic,Apologize
0.102,0,4,0.686,-4.531,232240,0.422,223,0.316,0.02,spotify:track:1AnesEZjtNHT7Nr2Y4BuNR,27,0.904,163.929,4.49e-06,1,15,Boys Like Girls,Hero/Heroine
0.0468,1,4,0.0976,-4.086,189373,0.631,179,0.658,0.000218,spotify:track:3VA4sjTMSTTF02hFGmlpJh,27,0.793,136.96,5.65e-05,0,16,Paramore,Crushcrushcrush
0.0448,4,4,0.251,-3.425,208107,0.645,205,0.88,0.169,spotify:track:28IEbk5a7twNTbUEvWslUb,27,0.941,106.015,0,0,17,Finger Eleven,Paralyzer
0.0331,7,4,0.234,-4.678,222440,0.595,220,0.593,0.0137,spotify:track:5Hv1QAbRWrUSUHaT0CmnMS,27,0.844,127.981,0,1,18,Santana featuring Chad Kroeger of Nickelback,Into the Night
,,,,,,,178,,,,27,,,,,19,Taylor Swift,Teardrops on My Guitar
0.0292,2,4,0.0959,-7.029,237173,0.417,235,0.194,0.0423,spotify:track:6KCa9qGpQ8eCjjFDFwF1r6,27,0.488,188.209,0,1,20,Keith Urban,Everybody
0.0922,9,4,0.136,-6.049,251427,0.868,216,0.345,0.151,spotify:track:5MeZ3VxmtSv1O8PcekvLTn,31,0.848,130.115,0.000843,1,1,The Black Eyed Peas,Boom Boom Pow
0.0551,7,4,0.232,-6.852,204640,0.72,204,0.72,0.009,spotify:track:3GpbwCm3YxiWDvy29Uo3vP,31,0.672,124.986,0,1,2,Flo Rida,Right Round
0.0714,8,4,0.114,-4.557,237213,0.848,236,0.804,0.136,spotify:track:3OT3Kg4jyVkdZm4Ncz6JgX,31,0.828,119,1.35e-06,0,3,Lady Gaga,Poker Face
0.159,9,4,0.131,-6.02,237120,0.82,182,0.805,0.0133,spotify:track:5RzFJd6W40SDTyZkX6xx45,31,0.731,127.076,1.94e-05,1,4,Pitbull,I Know You Want Me (Calle Ocho)
0.103,7,4,0.139,-5.426,289747,0.673,261,0.383,0.0782,spotify:track:08uGhvS5MfBk7crUCpnjva,31,0.614,176.052,0,1,5,Jamie Foxx featuring T-Pain,Blame It
0.259,0,4,0.601,-4.99,299747,0.713,232,0.452,0.0402,spotify:track:1k2NovMHKHhgGsHxg0aYAS,31,0.746,135.021,0,1,6,T.I. featuring Justin Timberlake,Dead and Gone
0.0635,11,4,0.117,-6.362,221267,0.878,220,0.815,0.503,spotify:track:5FEXPoPnzueFJQCPRIrC3c,31,0.446,138.035,6.32e-06,0,7,Kid Cudi,Day 'n' Nite
0.111,7,4,0.116,-3.818,193387,0.761,192,0.814,0.0175,spotify:track:2q4rjDy9WhaN3o9MvDbO21,31,0.724,149.936,0,1,8,Soulja Boy Tell 'em featuring Sammie,Kiss Me thru the Phone
0.0628,11,4,0.0563,-5.908,261640,0.508,223,0.476,0.272,spotify:track:4JehYebiI9JE8sR8MisGVb,31,0.72,79.983,0,0,9,Beyoncé,Halo
0.0311,0,4,0.115,-5.277,254533,0.729,251,0.696,0.652,spotify:track:6Hn9Uc1mMNfqChXU3txNke,31,0.652,129.987,0,1,10,Ne-Yo,Mad
0.0375,6,4,0.262,-4.498,231560,0.591,229,0.76,0.00971,spotify:track:2tAtg37styBgPSHzKnJQYB,31,0.841,138.037,0,1,11,Pink,Please Don't Leave Me
0.12,10,4,0.309,-5.061,220040,0.903,219,0.873,0.0199,spotify:track:0upQ8bgqXGhFsBgvchxbGm,31,0.674,106.952,0,0,12,Ciara featuring Justin Timberlake,Love Sex Magic
0.0339,4,4,0.0523,-7.296,216520,0.717,213,0.544,0.0192,spotify:track:2hdy9Wt9qp7M7d0U3ossu2,31,0.587,129.954,0,0,13,Britney Spears,If U Seek Amy
0.0509,9,4,0.144,-4.006,211493,0.526,211,0.412,0.0014,spotify:track:4Dm32oO01YpIubCHaAtKkN,31,0.882,144.982,0,1,14,Kelly Clarkson,My Life Would Suck Without You
0.254,5,4,0.189,-3.742,192573,0.791,192,0.504,0.0163,spotify:track:4H1ZiD0aytFHoOiosVmT1w,31,0.713,130.012,0,0,15,3OH!3,Don't Trust Me
0.0893,9,4,0.363,-3.152,310573,0.755,296,0.956,0.0451,spotify:track:2DNdEpV9UnsYjL6w1Dp1aS,31,0.901,145.042,0.0373,1,16,The Ting Tings,That's Not My Name
0.0413,8,4,0.136,-5.412,241853,0.338,240,0.398,0.0187,spotify:track:4IoYz8XqqdowINzfRrFnhi,31,0.803,151.994,0,0,17,The Fray,You Found Me
0.0355,3,4,0.092,-5.749,249067,0.485,245,0.55,8.67e-05,spotify:track:4QJLKU75Rg4558f4LbDBRi,31,0.911,89.956,0,1,18,Nickelback,If Today Was Your Last Day
0.034,3,4,0.124,-4.451,256013,0.656,253,0.39,0.163,spotify:track:2YVCkTYJpv5jelYrHYoEG8,31,0.786,113.963,5.99e-05,1,19,Lady Antebellum,I Run to You
0.0411,9,4,0.0746,-4.617,239760,0.532,239,0.0713,0.441,spotify:track:74v5GTzfb9yLnFe96pyghc,31,0.61,119.999,0,1,20,Charice,Note to God
0.0543,2,4,0.0969,-2.063,200187,0.658,198,0.933,0.0629,spotify:track:6aGjEZ7kq3YXgD0EDt80O5,45,0.837,126.015,0,1,1,One Direction,Live While We're Young
0.0439,4,4,0.315,-5.441,223800,0.693,218,0.76,0.00616,spotify:track:4bZd0nRuX8HyjeXAUBczvm,45,0.822,126.035,1.79e-06,0,2,Flo Rida,I Cry
0.046,1,4,0.215,-4.805,211920,0.711,211,0.802,0.00498,spotify:track:6mnjcTmK8TewHfyOp3fC9C,45,0.7,128.001,0.000125,0,3,Kesha,Die Young
0.0403,5,4,0.499,-6.631,251627,0.491,250,0.269,0.262,spotify:track:1Ejsu5JglwIgrFW7Bt2GuL,45,0.676,124.852,0,1,4,Ne-Yo,Let Me Love You (Until You Learn to Love Yourself)
0.0917,4,4,0.295,-4.985,206093,0.744,205,0.965,0.00717,spotify:track:4KAEU3FgnsyFMzAaYXvocw,45,0.933,127.011,0,1,5,Pitbull featuring TJR,Don't Stop the Party
0.109,8,4,0.0567,-3.942,212560,0.573,208,0.584,0.197,spotify:track:24LS4lQShWyixJ0ZrJXfJ5,45,0.929,127.934,0.000112,0,6,Calvin Harris featuring Florence Welch,Sweet Nothing
0.0565,10,4,0.123,-4.343,202533,0.421,200,0.639,0.0653,spotify:track:1X1DWw2pcNZ8zSub3uhlNz,45,0.873,84.803,0,1,7,The Script featuring will.i.am,Hall of Fame
0.027,7,4,0.204,-5.398,225400,0.651,221,0.34,0.00317,spotify:track:3cvNxYnBgh6ystYLC6NQTT,45,0.676,119.951,0,1,8,Maroon 5,Daylight
0.0335,0,4,0.159,-5.884,209227,0.592,208,0.271,0.0215,spotify:track:2ZQyksYO4zzhyHNcueL0CP,45,0.792,121.001,0,1,9,Phillip Phillips,Home
0.0367,9,4,0.18,-9.918,258373,0.642,258,0.388,0.669,spotify:track:1VdZ0vKfR5jneCmWIUAMxK,45,0.289,84.996,0,1,10,Ed Sheeran,The A Team
,,,,,,,191,,,,45,,,,,11,Taylor Swift,We Are Never Ever Getting Back Together
0.0677,9,4,0.0933,-5.364,250387,0.692,247,0.502,0.0251,spotify:track:5qxPabNDnJQ551Tf4v6k3j,45,0.908,124.042,0,1,12,Kelly Clarkson,Catch My Breath
0.0299,2,4,0.0944,-7.072,247907,0.673,245,0.549,0.00141,spotify:track:01DSvNTUsVROjnSF5j3UbD,45,0.629,103.998,0,1,13,Pink,Try
0.0554,7,4,0.107,-7.937,185080,0.472,176,0.343,0.0189,spotify:track:75hLNJfiXV5k2YGrbGEW51,45,0.824,140.027,2.3e-06,0,14,OneRepublic,Feel Again
0.0362,2,4,0.109,-4.614,237987,0.656,237,0.902,0.0178,spotify:track:6BtmXhTJMM9sBTHeYYASGz,45,0.879,104.997,0,1,15,Imagine Dragons,It's Time
0.0354,10,4,0.0575,-3.342,208960,0.464,218,0.869,0.0189,spotify:track:0i5el041vd6nxrGEU8QRxy,45,0.945,148.012,0,1,16,Florida Georgia Line,Cruise
0.0451,8,4,0.41,-4.634,263720,0.513,268,0.357,1.77e-05,spotify:track:2VZv54ZLhVY0OPXA6IDviZ,45,0.945,124.024,0.157,1,17,Born Cages,Don't Look Back
0.0906,8,4,0.0865,-4.23,228280,0.447,225,0.294,0.000193,spotify:track:2RxqHa7EgbKHEjYav48eXX,45,0.935,140.03,0.00728,1,18,Black Veil Brides,In the End
0.054,10,4,0.24,-6.578,321280,0.472,217,0.343,0.00173,spotify:track:3e0yTP5trHBBVvV32jwXqF,45,0.844,140.034,0,1,19,Walk the Moon,Anna Sun
0.0325,0,5,0.101,-4.838,192790,0.656,192,0.773,0.000194,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,45,0.821,117.948,0.00232,1,20,Capital Cities,Safe and Sound
0.045,11,4,0.257,-3.106,215160,0.535,213,0.432,0.000304,spotify:track:6qYGUxPjQt5PJtWdiNppZx,29,0.886,126.012,2.26e-06,1,1,Pink,So What
0.0418,7,4,0.0688,-3.956,220227,0.706,219,0.876,7.95e-05,spotify:track:1y4eb6hmAvsqlDOl3fx9kk,29,0.841,132.032,0,1,2,Katy Perry,Hot n Cold
0.0514,11,4,0.38,-5.682,245680,0.675,233,0.337,0.00164,spotify:track:0dQQWHlXvuw4UyHcAvhfhB,29,0.693,118.423,0,0,3,Pussycat Dolls,When I Grow Up
0.0568,11,4,0.276,-4.321,238627,0.706,236,0.745,0.11,spotify:track:2VOomzT6VavJOGBeySqaMc,29,0.794,124.93,0,0,4,Rihanna,Disturbia
0.0792,4,4,0.176,-6.438,234360,0.724,234,0.537,0.0268,spotify:track:2XbfY2O2v3xwedUJ0J2kkr,29,0.768,125.998,2.44e-05,0,5,Ne-Yo,Closer
0.0463,11,4,0.203,-4.457,278036,0.672,276,0.452,0.0371,spotify:track:7tAXHZdp9UpcYrHn7MZqfo,29,0.819,120.013,0.000184,1,6,Chris Brown,Forever
0.081,8,4,0.0845,-5.79,246053,0.951,231,0.78,0.00429,spotify:track:4NOZ35Dhucr6UlVyLOtktd,29,0.79,117.007,0,1,7,Kardinal Offishall featuring Akon,Dangerous
0.0709,9,4,0.261,-6.162,249533,0.68,219,0.458,0.0161,spotify:track:3tvWMBIblzT5FSjKtIeRR1,29,0.687,150.053,0,0,8,T.I.,Whatever You Like
0.26,7,4,0.646,-5.053,244627,0.442,244,0.689,0.00199,spotify:track:46lIt6GmL0VkkbuUyGDbCs,29,0.638,82.206,0,1,9,Lil Wayne featuring T-Pain,Got Money
0.274,1,4,0.088,-8.045,217893,0.886,218,0.823,0.0216,spotify:track:61ehOd7NByNLD1C5AcQhEb,29,0.474,150.068,0,0,10,Savage featuring Soulja Boy Tell 'Em,Swing
0.0369,9,4,0.0859,-6.031,321293,0.649,257,0.285,0.0027,spotify:track:5dANgSy7v091dhiPnEXNrf,29,0.785,137.618,0,0,11,Young Jeezy featuring Kanye West,Put On
0.177,7,4,0.0864,-5.372,253840,0.63,230,0.329,0.00867,spotify:track:33PowGnnFPgWSGHcGIQX1U,29,0.726,133.317,0,1,12,Yung Berg featuring Casha,The Business
0.0289,1,4,0.0384,-4.672,205160,0.766,214,0.69,0.0825,spotify:track:4hbRj5tucVkLUVoAdJUyRi,29,0.692,102.028,0,1,13,Jordin Sparks,One Step at a Time
0.0506,6,4,0.13,-4.251,234173,0.584,233,0.532,0.512,spotify:track:2iXBZ32Fz5VDCLeE0JIdX5,29,0.7,163.953,2.43e-05,1,14,Leona Lewis,Better in Time
0.0395,2,4,0.316,-5.279,236680,0.508,237,0.446,0.223,spotify:track:1MrNveiYvWyKNAMiqn8xS8,29,0.821,75.057,0,1,15,Boys Like Girls,Thunder
0.0338,7,4,0.0982,-4.146,222827,0.512,222,0.517,0.000821,spotify:track:3pxCXv0NACYfYnLjFcQW5D,29,0.865,138.017,0,1,16,Saving Abel,Addicted
0.0436,9,4,0.164,-2.826,250311,0.363,249,0.277,0.0629,spotify:track:07dtD7iciEL7vHqATMXg3V,29,0.834,161.972,0,0,17,Daughtry,What About Now
0.0297,9,4,0.0848,-5.699,215173,0.672,212,0.621,0.241,spotify:track:38YgZVHPWOWsKrsCXz6JyP,29,0.623,92.018,0,1,18,Matt Nathanson,Come On Get Higher
0.033,9,4,0.125,-5.264,183307,0.578,181,0.42,0.0275,spotify:track:0XfFxeXzMkIy5SWAVpOQin,29,0.752,149.689,0,1,19,Darius Rucker,Don't Think I Don't Think About It
0.0297,3,4,0.0949,-5.386,235907,0.505,235,0.45,0.14,spotify:track:3aQgDeBNn3ENJs8pheM9NH,29,0.763,156.024,0,1,20,Keith Anderson,I Still Miss You
0.232,5,4,0.122,-5.183,214240,0.656,213,0.519,0.0544,spotify:track:6epn3r7S14KUqlReYr77hA,34,0.841,65.024,0,0,1,Justin Bieber featuring Ludacris,Baby
0.0493,10,4,0.0862,-5.814,268320,0.688,217,0.734,0.386,spotify:track:59dLtGBS26x7kc0rHbaPrq,34,0.853,103.993,0,1,2,B.o.B featuring Bruno Mars,Nothin' on You
0.0897,1,4,0.0986,-3.876,187067,0.829,185,0.767,0.0049,spotify:track:4AboqNl74jNDpJhPfqYDmj,34,0.607,120.044,0,1,3,Kesha,Your Love Is My Drug
0.186,3,4,0.0992,-4.404,222920,0.564,222,0.788,0.118,spotify:track:60jzFy6Nn4M0iD1d94oteF,34,0.758,173.898,0,0,4,Rihanna,Rude Boy
0.0332,4,4,0.36,-5.81,269493,0.781,267,0.324,0.198,spotify:track:3r04p85xiJh9Wqk59YDYdc,34,0.745,129.998,1.14e-05,0,5,Usher featuring will.i.am,OMG
0.25,1,4,0.137,-8.539,244347,0.788,243,0.658,0.00914,spotify:track:53RmnO2xlpRzDu5OIOdVMZ,34,0.613,89.985,0,0,6,Jamie Foxx featuring Justin Timberlake and T.I.,Winner
0.381,1,4,0.509,-6.64,216933,0.66,216,0.717,0.187,spotify:track:3bMNprrp2JDKZsGbiXpsJl,34,0.72,84.707,0,1,7,Ludacris featuring Nicki Minaj,My Chick Bad
0.387,0,,0.288,-6.9,257560,0.619,232,0.395,0.184,spotify:track:5OiLJ8tjUPFiPX2gVM8fxJ,34,0.539,145.618,0,1,8,The Black Eyed Peas,Imma Be
0.0291,11,4,0.197,-3.113,194267,0.73,200,0.693,0.197,spotify:track:3fV2ZnSsxgvXUHshkGCBdR,34,0.728,130.061,0,1,9,Iyaz,Solo
0.0503,0,4,0.211,-3.526,238000,0.53,236,0.738,0.284,spotify:track:5XRHGXut00SrJUFmcn2lQF,34,0.95,146.035,1.01e-05,1,10,OneRepublic,All the Right Moves
0.0474,1,4,0.201,-4.884,195307,0.54,193,0.48,0.000814,spotify:track:7AsqUKKbPMxOFNIbRLBxHt,34,0.922,124.996,0,0,11,Lifehouse,Halfway Gone
0.0439,2,4,0.124,-6.812,230800,0.531,230,0.334,0.0701,spotify:track:5RoIXwyTCdyUjpMMkk4uPd,34,0.821,129.139,0.171,1,12,The Temper Trap,Sweet Disposition
0.0674,2,4,0.277,-2.981,204853,0.473,203,0.619,0.00398,spotify:track:4hrPb0jJ0hiZBuT2dtKxM0,34,0.961,130.036,0,1,13,Boys Like Girls,Heart Heart Heartbreak
0.0244,10,4,0.0789,-4.51,261427,0.63,255,0.518,0.173,spotify:track:38xWaVFKaxZlMFvzNff2aW,34,0.698,94.023,0,1,14,The Script,Breakeven
0.0288,1,4,0.141,-5.154,224867,0.588,221,0.118,0.508,spotify:track:4xInIiKipU1mtUogJ3ZdYr,34,0.684,85.997,0,1,15,Lady Antebellum,American Honey
0.0289,5,4,0.115,-8.005,236627,0.515,246,0.204,0.575,spotify:track:02eD9ymfJOJOhM97HYp5R9,34,0.3,81.12,8.46e-06,1,16,Miranda Lambert,The House That Built Me
0.0319,1,4,0.0828,-7.678,167707,0.743,165,0.94,0.0407,spotify:track:1NxQeMVFB5VZ1vQEk4lNvd,34,0.516,118.11,0,1,17,Dave Barnes,Little Lies
0.0505,10,4,0.156,-3.646,191425,0.609,191,0.866,0.112,spotify:track:3gof22xe7vuAceUdeEvlsr,34,0.864,85.238,0,1,18,2AM Club,Worry About You
0.0636,4,4,0.0822,-5.736,238200,0.406,226,0.636,0.000103,spotify:track:6FUOddZ0D1DQkBXdKF5lBh,34,0.937,151.974,0,1,19,Runner Runner,So Obvious
0.0644,7,4,0.103,-4.048,198840,0.752,199,0.513,0.384,spotify:track:13TLJoULQX4YAwyJwKR2DC,34,0.609,91.913,0,1,20,Jessica Jarrell,Almost Love (24/7)
,,,,,,,203,,,,12,,,,,1,Jay-Z featuring Beyoncé,03 Bonnie & Clyde
0.215,1,4,0.0414,-6.028,282533,0.833,232,0.883,0.0956,spotify:track:74jMwg2zsFMICzW3Wems6h,12,0.681,95.48,0,0,2,B2K and P. Diddy,"Bump, Bump, Bump"
0.207,6,4,0.0575,-5.46,187840,0.844,168,0.961,0.00833,spotify:track:4ZOyH6KjomjlqCz3oFqglr,12,0.754,100.002,3.42e-06,1,3,Jennifer Lopez,Jenny from the Block
0.164,11,4,0.241,-4.369,213227,0.879,210,0.887,0.114,spotify:track:39YovPslPCXbFYhlYjsZ2Y,12,0.73,99.925,0,0,4,Nivea featuring Brian and Brandon Casey of Jagged Edge,Don't Mess with My Man
0.254,6,4,0.299,-3.932,287000,0.646,206,0.702,0.218,spotify:track:0HJYzGavqzjiKMmm4F0UZv,12,0.812,95.014,0,1,5,LL Cool J,Luv U Better
0.316,4,4,0.089,-10.211,304000,0.777,270,0.636,0.087,spotify:track:7kAFSrTIOiVZ0gnHBuAH3l,12,0.474,164.123,0,0,6,Nelly featuring St. Lunatics,Air Force Ones
0.3,5,4,0.321,-5.105,203000,0.658,201,0.709,0.172,spotify:track:3qRPc4QpHGNwKFAzCdqwxA,12,0.936,95.439,0,0,7,Nas,Made You Look
0.132,11,4,0.0881,-4.936,299147,0.893,242,0.962,0.299,spotify:track:4675yUu8AUbE72T94BkLCD,12,0.74,101.025,0,0,8,Snoop Dogg featuring Pharrell and Charlie Wilson,Beautiful
0.187,2,4,0.072,-3.982,290200,0.785,259,0.594,0.00877,spotify:track:5nOMJVZ4rsY5PpYiKD15BS,12,0.783,98.132,0.00454,1,9,JC Chasez,Blowin' Me Up (With Her Love)
0.0646,6,4,0.0703,-4.926,283627,0.853,280,0.89,0.0439,spotify:track:6W2Ef5Ph6ILTUAedoQ3QIv,12,0.811,114.961,0.000304,0,10,Justin Timberlake featuring Clipse,Like I Love You
0.0462,1,4,0.362,-13.639,296227,0.687,207,0.571,0.421,spotify:track:2VhKDAZzcjKZE7BxI9uplq,12,0.646,113.989,0.41,1,11,Télépopmusik,Breathe
0.0609,1,4,0.167,-4.17,297587,0.596,260,0.495,0.226,spotify:track:7qZWCIgHBgjyuUBOnGnD9k,12,0.761,121.792,0,0,12,Dru Hill,I Should Be...
0.0594,7,4,0.174,-4.984,249293,0.649,248,0.476,0.00676,spotify:track:4CTX9iU2a0Q9vM2T4YMUQL,12,0.718,79.993,4.26e-06,0,13,Kelly Rowland,Stole
